annotation_id,dataset,query_id,system,query_text,reference_answer,generated_answer,selected_doc_ids,relevant_doc_ids,auto_answer_f1,auto_answer_coverage,auto_semantic_similarity,total_tokens,fallback_used,fallback_reason,human_correctness,human_failure_type,human_notes
hotpotqa_004_SystemA,hotpotqa,hotpotqa_36,System A,"On what date, was route on which the village of Hope, New Mexico is located, created ?","July 1, 1931",insufficient evidence,"[""hotpotqa_36_doc_3"", ""hotpotqa_36_doc_2"", ""hotpotqa_36_doc_8"", ""hotpotqa_36_doc_6"", ""hotpotqa_36_doc_4"", ""hotpotqa_36_doc_0"", ""hotpotqa_36_doc_9""]","[""hotpotqa_36_doc_3"", ""hotpotqa_36_doc_7""]",0.0,0.0,0.0,1168,False,,,,
hotpotqa_004_SystemC,hotpotqa,hotpotqa_36,System C,"On what date, was route on which the village of Hope, New Mexico is located, created ?","July 1, 1931","July 1, 1931","[""hotpotqa_36_doc_3"", ""hotpotqa_36_doc_2"", ""hotpotqa_36_doc_8"", ""hotpotqa_36_doc_6"", ""hotpotqa_36_doc_4"", ""hotpotqa_36_doc_0"", ""hotpotqa_36_doc_9"", ""hotpotqa_36_doc_5"", ""hotpotqa_36_doc_1"", ""hotpotqa_36_doc_7""]","[""hotpotqa_36_doc_3"", ""hotpotqa_36_doc_7""]",1.0,1.0,1.0,1776,False,,,,
hotpotqa_004_SystemB,hotpotqa,hotpotqa_36,System B,"On what date, was route on which the village of Hope, New Mexico is located, created ?","July 1, 1931",insufficient evidence,"[""hotpotqa_36_doc_3"", ""hotpotqa_36_doc_2"", ""hotpotqa_36_doc_8"", ""hotpotqa_36_doc_6"", ""hotpotqa_36_doc_4"", ""hotpotqa_36_doc_0"", ""hotpotqa_36_doc_9"", ""hotpotqa_36_doc_5"", ""hotpotqa_36_doc_1"", ""hotpotqa_36_doc_7""]","[""hotpotqa_36_doc_3"", ""hotpotqa_36_doc_7""]",0.0,0.0,0.0,933,False,,,,
hotpotqa_005_SystemC,hotpotqa,hotpotqa_41,System C,What state is the college that Ken Ludwig received an undergraduate from in?,Pennsylvania,Pennsylvania,"[""hotpotqa_41_doc_9"", ""hotpotqa_41_doc_0"", ""hotpotqa_105_doc_1"", ""hotpotqa_41_doc_1"", ""hotpotqa_41_doc_7"", ""hotpotqa_41_doc_8"", ""hotpotqa_41_doc_6"", ""hotpotqa_41_doc_4"", ""hotpotqa_105_doc_2"", ""hotpotqa_125_doc_5""]","[""hotpotqa_41_doc_5"", ""hotpotqa_41_doc_9""]",1.0,1.0,1.0,1246,False,,,,
hotpotqa_005_SystemA,hotpotqa,hotpotqa_41,System A,What state is the college that Ken Ludwig received an undergraduate from in?,Pennsylvania,Pennsylvania,"[""hotpotqa_41_doc_9"", ""hotpotqa_41_doc_0"", ""hotpotqa_105_doc_1"", ""hotpotqa_41_doc_1"", ""hotpotqa_41_doc_7"", ""hotpotqa_41_doc_8"", ""hotpotqa_41_doc_6""]","[""hotpotqa_41_doc_5"", ""hotpotqa_41_doc_9""]",1.0,1.0,1.0,852,False,,,,
hotpotqa_005_SystemB,hotpotqa,hotpotqa_41,System B,What state is the college that Ken Ludwig received an undergraduate from in?,Pennsylvania,Pennsylvania,"[""hotpotqa_41_doc_9"", ""hotpotqa_41_doc_0"", ""hotpotqa_105_doc_1"", ""hotpotqa_41_doc_1"", ""hotpotqa_41_doc_7"", ""hotpotqa_41_doc_8"", ""hotpotqa_41_doc_6"", ""hotpotqa_41_doc_4"", ""hotpotqa_105_doc_2"", ""hotpotqa_125_doc_5""]","[""hotpotqa_41_doc_5"", ""hotpotqa_41_doc_9""]",1.0,1.0,1.0,1013,False,,,,
hotpotqa_006_SystemC,hotpotqa,hotpotqa_56,System C,"Erika Mitchell (born 7 March 1963), known by her pen name E. L. James, is an English author, She wrote the bestselling erotic romance trilogy, Fifty Shades Freed is which number, and final installment of the erotic romance ""Fifty Shades Trilogy""?",third,Third,"[""hotpotqa_56_doc_8"", ""hotpotqa_56_doc_2"", ""hotpotqa_56_doc_6"", ""hotpotqa_56_doc_9"", ""hotpotqa_56_doc_1"", ""hotpotqa_56_doc_5"", ""hotpotqa_56_doc_7"", ""hotpotqa_56_doc_4"", ""hotpotqa_56_doc_3"", ""hotpotqa_56_doc_0""]","[""hotpotqa_56_doc_6"", ""hotpotqa_56_doc_8""]",1.0,1.0,1.0,1375,False,,,,
hotpotqa_006_SystemA,hotpotqa,hotpotqa_56,System A,"Erika Mitchell (born 7 March 1963), known by her pen name E. L. James, is an English author, She wrote the bestselling erotic romance trilogy, Fifty Shades Freed is which number, and final installment of the erotic romance ""Fifty Shades Trilogy""?",third,Third,"[""hotpotqa_56_doc_8"", ""hotpotqa_56_doc_2"", ""hotpotqa_56_doc_6"", ""hotpotqa_56_doc_9"", ""hotpotqa_56_doc_1""]","[""hotpotqa_56_doc_6"", ""hotpotqa_56_doc_8""]",1.0,1.0,1.0,744,False,,,,
hotpotqa_006_SystemB,hotpotqa,hotpotqa_56,System B,"Erika Mitchell (born 7 March 1963), known by her pen name E. L. James, is an English author, She wrote the bestselling erotic romance trilogy, Fifty Shades Freed is which number, and final installment of the erotic romance ""Fifty Shades Trilogy""?",third,Third,"[""hotpotqa_56_doc_8"", ""hotpotqa_56_doc_2"", ""hotpotqa_56_doc_6"", ""hotpotqa_56_doc_9"", ""hotpotqa_56_doc_1"", ""hotpotqa_56_doc_5"", ""hotpotqa_56_doc_7"", ""hotpotqa_56_doc_4"", ""hotpotqa_56_doc_3"", ""hotpotqa_56_doc_0""]","[""hotpotqa_56_doc_6"", ""hotpotqa_56_doc_8""]",1.0,1.0,1.0,963,False,,,,
hotpotqa_007_SystemB,hotpotqa,hotpotqa_58,System B,"Which is a higher level city, Yuxi or Lufeng, Guangdong?",Lufeng,Yuxi,"[""hotpotqa_58_doc_2"", ""hotpotqa_58_doc_7"", ""hotpotqa_58_doc_1"", ""hotpotqa_58_doc_5"", ""hotpotqa_58_doc_4"", ""hotpotqa_58_doc_9"", ""hotpotqa_147_doc_2"", ""hotpotqa_58_doc_6"", ""hotpotqa_58_doc_0"", ""hotpotqa_58_doc_3""]","[""hotpotqa_58_doc_2"", ""hotpotqa_58_doc_7""]",0.0,0.0,0.0,983,False,,,,
hotpotqa_007_SystemA,hotpotqa,hotpotqa_58,System A,"Which is a higher level city, Yuxi or Lufeng, Guangdong?",Lufeng,Yuxi,"[""hotpotqa_58_doc_2"", ""hotpotqa_58_doc_7"", ""hotpotqa_58_doc_1"", ""hotpotqa_58_doc_5"", ""hotpotqa_58_doc_4"", ""hotpotqa_58_doc_9"", ""hotpotqa_147_doc_2""]","[""hotpotqa_58_doc_2"", ""hotpotqa_58_doc_7""]",0.0,0.0,0.0,865,False,,,,
hotpotqa_007_SystemC,hotpotqa,hotpotqa_58,System C,"Which is a higher level city, Yuxi or Lufeng, Guangdong?",Lufeng,Yuxi,"[""hotpotqa_58_doc_2"", ""hotpotqa_58_doc_7"", ""hotpotqa_58_doc_1"", ""hotpotqa_58_doc_5"", ""hotpotqa_58_doc_4"", ""hotpotqa_58_doc_9"", ""hotpotqa_147_doc_2"", ""hotpotqa_58_doc_6"", ""hotpotqa_58_doc_0"", ""hotpotqa_58_doc_3""]","[""hotpotqa_58_doc_2"", ""hotpotqa_58_doc_7""]",0.0,0.0,0.0,1725,False,,,,
hotpotqa_008_SystemB,hotpotqa,hotpotqa_6,System B,"Prescott, Massachusetts is named after a colonel born in what year?",1726,1726,"[""hotpotqa_6_doc_8"", ""hotpotqa_6_doc_4"", ""hotpotqa_6_doc_7"", ""hotpotqa_6_doc_1"", ""hotpotqa_6_doc_5"", ""hotpotqa_6_doc_6"", ""hotpotqa_6_doc_0"", ""hotpotqa_6_doc_2"", ""hotpotqa_6_doc_3"", ""hotpotqa_6_doc_9""]","[""hotpotqa_6_doc_1"", ""hotpotqa_6_doc_5""]",1.0,1.0,1.0,1011,False,,,,
hotpotqa_008_SystemA,hotpotqa,hotpotqa_6,System A,"Prescott, Massachusetts is named after a colonel born in what year?",1726,1726,"[""hotpotqa_6_doc_8"", ""hotpotqa_6_doc_4"", ""hotpotqa_6_doc_7"", ""hotpotqa_6_doc_1"", ""hotpotqa_6_doc_5"", ""hotpotqa_6_doc_6"", ""hotpotqa_6_doc_0""]","[""hotpotqa_6_doc_1"", ""hotpotqa_6_doc_5""]",1.0,1.0,1.0,1160,False,,,,
hotpotqa_008_SystemC,hotpotqa,hotpotqa_6,System C,"Prescott, Massachusetts is named after a colonel born in what year?",1726,1726,"[""hotpotqa_6_doc_8"", ""hotpotqa_6_doc_4"", ""hotpotqa_6_doc_7"", ""hotpotqa_6_doc_1"", ""hotpotqa_6_doc_5"", ""hotpotqa_6_doc_6"", ""hotpotqa_6_doc_0"", ""hotpotqa_6_doc_2"", ""hotpotqa_6_doc_3"", ""hotpotqa_6_doc_9""]","[""hotpotqa_6_doc_1"", ""hotpotqa_6_doc_5""]",1.0,1.0,1.0,1617,False,,,,
hotpotqa_009_SystemA,hotpotqa,hotpotqa_61,System A,"BTS skytrain station, Ratchathewi BTS Station, is located about a ten minute walk to an indoor IT shopping mall located where?",New Phetchaburi Road in Ratchathewi district,Pantip Plaza,"[""hotpotqa_61_doc_4"", ""hotpotqa_61_doc_2"", ""hotpotqa_61_doc_9"", ""hotpotqa_61_doc_3"", ""hotpotqa_61_doc_0"", ""hotpotqa_61_doc_8"", ""hotpotqa_61_doc_5""]","[""hotpotqa_61_doc_2"", ""hotpotqa_61_doc_7""]",0.0,0.0,0.0,1073,False,,,,
hotpotqa_009_SystemC,hotpotqa,hotpotqa_61,System C,"BTS skytrain station, Ratchathewi BTS Station, is located about a ten minute walk to an indoor IT shopping mall located where?",New Phetchaburi Road in Ratchathewi district,Ratchathewi district,"[""hotpotqa_61_doc_4"", ""hotpotqa_61_doc_2"", ""hotpotqa_61_doc_9"", ""hotpotqa_61_doc_3"", ""hotpotqa_61_doc_0"", ""hotpotqa_61_doc_8"", ""hotpotqa_61_doc_5"", ""hotpotqa_61_doc_1"", ""hotpotqa_61_doc_6"", ""hotpotqa_61_doc_7""]","[""hotpotqa_61_doc_2"", ""hotpotqa_61_doc_7""]",0.5,0.333333,0.57735,1454,False,,,,
hotpotqa_009_SystemB,hotpotqa,hotpotqa_61,System B,"BTS skytrain station, Ratchathewi BTS Station, is located about a ten minute walk to an indoor IT shopping mall located where?",New Phetchaburi Road in Ratchathewi district,Pantip Plaza,"[""hotpotqa_61_doc_4"", ""hotpotqa_61_doc_2"", ""hotpotqa_61_doc_9"", ""hotpotqa_61_doc_3"", ""hotpotqa_61_doc_0"", ""hotpotqa_61_doc_8"", ""hotpotqa_61_doc_5"", ""hotpotqa_61_doc_1"", ""hotpotqa_61_doc_6"", ""hotpotqa_61_doc_7""]","[""hotpotqa_61_doc_2"", ""hotpotqa_61_doc_7""]",0.0,0.0,0.0,1167,False,,,,
hotpotqa_010_SystemC,hotpotqa,hotpotqa_66,System C,Do the cocktails Apple-Kneel and Blow Job share any ingredients ?,no,No,"[""hotpotqa_66_doc_7"", ""hotpotqa_66_doc_9"", ""hotpotqa_66_doc_6"", ""hotpotqa_66_doc_2"", ""hotpotqa_66_doc_5"", ""hotpotqa_66_doc_1"", ""hotpotqa_66_doc_8"", ""hotpotqa_143_doc_6"", ""hotpotqa_143_doc_1"", ""hotpotqa_127_doc_3""]","[""hotpotqa_66_doc_2"", ""hotpotqa_66_doc_9""]",1.0,1.0,1.0,1248,False,,,,
hotpotqa_010_SystemB,hotpotqa,hotpotqa_66,System B,Do the cocktails Apple-Kneel and Blow Job share any ingredients ?,no,No,"[""hotpotqa_66_doc_7"", ""hotpotqa_66_doc_9"", ""hotpotqa_66_doc_6"", ""hotpotqa_66_doc_2"", ""hotpotqa_66_doc_5"", ""hotpotqa_66_doc_1"", ""hotpotqa_66_doc_8"", ""hotpotqa_143_doc_6"", ""hotpotqa_143_doc_1"", ""hotpotqa_127_doc_3""]","[""hotpotqa_66_doc_2"", ""hotpotqa_66_doc_9""]",1.0,1.0,1.0,973,False,,,,
hotpotqa_010_SystemA,hotpotqa,hotpotqa_66,System A,Do the cocktails Apple-Kneel and Blow Job share any ingredients ?,no,Insufficient evidence,"[""hotpotqa_66_doc_7"", ""hotpotqa_66_doc_9"", ""hotpotqa_66_doc_6""]","[""hotpotqa_66_doc_2"", ""hotpotqa_66_doc_9""]",0.0,0.0,0.0,388,False,,,,
hotpotqa_011_SystemC,hotpotqa,hotpotqa_7,System C,Fallen tire is produced by Sumitomo rubber group. From which country does this product originate?,Japan,Japan,"[""hotpotqa_7_doc_8"", ""hotpotqa_7_doc_0"", ""hotpotqa_7_doc_3"", ""hotpotqa_7_doc_2"", ""hotpotqa_7_doc_5"", ""hotpotqa_7_doc_4"", ""hotpotqa_92_doc_3"", ""hotpotqa_7_doc_7"", ""hotpotqa_54_doc_2"", ""hotpotqa_92_doc_1""]","[""hotpotqa_7_doc_4"", ""hotpotqa_7_doc_8""]",1.0,1.0,1.0,1255,False,,,,
hotpotqa_011_SystemB,hotpotqa,hotpotqa_7,System B,Fallen tire is produced by Sumitomo rubber group. From which country does this product originate?,Japan,Japan,"[""hotpotqa_7_doc_8"", ""hotpotqa_7_doc_0"", ""hotpotqa_7_doc_3"", ""hotpotqa_7_doc_2"", ""hotpotqa_7_doc_5"", ""hotpotqa_7_doc_4"", ""hotpotqa_92_doc_3"", ""hotpotqa_7_doc_7"", ""hotpotqa_54_doc_2"", ""hotpotqa_92_doc_1""]","[""hotpotqa_7_doc_4"", ""hotpotqa_7_doc_8""]",1.0,1.0,1.0,1016,False,,,,
hotpotqa_011_SystemA,hotpotqa,hotpotqa_7,System A,Fallen tire is produced by Sumitomo rubber group. From which country does this product originate?,Japan,Japan,"[""hotpotqa_7_doc_8"", ""hotpotqa_7_doc_0"", ""hotpotqa_7_doc_3"", ""hotpotqa_7_doc_2"", ""hotpotqa_7_doc_5"", ""hotpotqa_7_doc_4"", ""hotpotqa_92_doc_3""]","[""hotpotqa_7_doc_4"", ""hotpotqa_7_doc_8""]",1.0,1.0,1.0,942,False,,,,
hotpotqa_012_SystemC,hotpotqa,hotpotqa_72,System C,Save Yourself had a cover of a song that was popular during what decade?,1960s,1960s,"[""hotpotqa_72_doc_5"", ""hotpotqa_72_doc_8"", ""hotpotqa_72_doc_2"", ""hotpotqa_72_doc_7"", ""hotpotqa_72_doc_4"", ""hotpotqa_98_doc_0"", ""hotpotqa_72_doc_9"", ""hotpotqa_72_doc_6"", ""hotpotqa_72_doc_1"", ""hotpotqa_38_doc_6""]","[""hotpotqa_72_doc_5"", ""hotpotqa_72_doc_6""]",1.0,1.0,1.0,1819,False,,,,
hotpotqa_012_SystemA,hotpotqa,hotpotqa_72,System A,Save Yourself had a cover of a song that was popular during what decade?,1960s,1960s,"[""hotpotqa_72_doc_5"", ""hotpotqa_72_doc_8"", ""hotpotqa_72_doc_2"", ""hotpotqa_72_doc_7"", ""hotpotqa_72_doc_4"", ""hotpotqa_98_doc_0"", ""hotpotqa_72_doc_9""]","[""hotpotqa_72_doc_5"", ""hotpotqa_72_doc_6""]",1.0,1.0,1.0,1242,False,,,,
hotpotqa_012_SystemB,hotpotqa,hotpotqa_72,System B,Save Yourself had a cover of a song that was popular during what decade?,1960s,1960s,"[""hotpotqa_72_doc_5"", ""hotpotqa_72_doc_8"", ""hotpotqa_72_doc_2"", ""hotpotqa_72_doc_7"", ""hotpotqa_72_doc_4"", ""hotpotqa_98_doc_0"", ""hotpotqa_72_doc_9"", ""hotpotqa_72_doc_6"", ""hotpotqa_72_doc_1"", ""hotpotqa_38_doc_6""]","[""hotpotqa_72_doc_5"", ""hotpotqa_72_doc_6""]",1.0,1.0,1.0,1016,False,,,,
hotpotqa_013_SystemA,hotpotqa,hotpotqa_98,System A,"Who is sometimes attributed with the tune of the song that has the lines ""Send her victorious"" and ""Happy and glorious"" in it?",John Bull,Thomas Arne,"[""hotpotqa_98_doc_4"", ""hotpotqa_98_doc_9"", ""hotpotqa_98_doc_2"", ""hotpotqa_72_doc_6"", ""hotpotqa_94_doc_9"", ""hotpotqa_123_doc_8"", ""hotpotqa_98_doc_8""]","[""hotpotqa_98_doc_0"", ""hotpotqa_98_doc_2""]",0.0,0.0,0.0,1304,False,,,,
hotpotqa_013_SystemC,hotpotqa,hotpotqa_98,System C,"Who is sometimes attributed with the tune of the song that has the lines ""Send her victorious"" and ""Happy and glorious"" in it?",John Bull,John Bull,"[""hotpotqa_98_doc_4"", ""hotpotqa_98_doc_9"", ""hotpotqa_98_doc_2"", ""hotpotqa_72_doc_6"", ""hotpotqa_94_doc_9"", ""hotpotqa_123_doc_8"", ""hotpotqa_98_doc_8"", ""hotpotqa_98_doc_0"", ""hotpotqa_72_doc_4"", ""hotpotqa_86_doc_9""]","[""hotpotqa_98_doc_0"", ""hotpotqa_98_doc_2""]",1.0,1.0,1.0,2016,False,,,,
hotpotqa_013_SystemB,hotpotqa,hotpotqa_98,System B,"Who is sometimes attributed with the tune of the song that has the lines ""Send her victorious"" and ""Happy and glorious"" in it?",John Bull,John Bull,"[""hotpotqa_98_doc_4"", ""hotpotqa_98_doc_9"", ""hotpotqa_98_doc_2"", ""hotpotqa_72_doc_6"", ""hotpotqa_94_doc_9"", ""hotpotqa_123_doc_8"", ""hotpotqa_98_doc_8"", ""hotpotqa_98_doc_0"", ""hotpotqa_72_doc_4"", ""hotpotqa_86_doc_9""]","[""hotpotqa_98_doc_0"", ""hotpotqa_98_doc_2""]",1.0,1.0,1.0,1012,False,,,,
bioasq_001_SystemA,bioasq,bioasq_244,System A,How does exercise affect thyroid hormone receptors expression in the heart?,Exercise has been shown to increase  TRβ1 receptor expression in young rats.  Exercise has been shown to increase both TRα1 and  TRβ1 receptor expression in aged rats.,"The evidence is insufficient to determine how exercise affects thyroid hormone receptors expression in the heart. While Document 2 mentions the effect of chronic exercise on thyroid hormone receptors in rats, it does not provide information on the specific effect on the heart. The other documents do not provide relevant information on the topic. Therefore, more specific research is needed to answer this question.","[""bioasq_18031713"", ""bioasq_21625820"", ""bioasq_15831522"", ""bioasq_17160166"", ""bioasq_11731613"", ""bioasq_22009156"", ""bioasq_23786024"", ""bioasq_20810577"", ""bioasq_10566200"", ""bioasq_11932302""]","[""bioasq_11577024"", ""bioasq_14704232"", ""bioasq_21625820""]",0.170213,0.3125,0.469522,3831,False,,,,
bioasq_001_SystemC,bioasq,bioasq_244,System C,How does exercise affect thyroid hormone receptors expression in the heart?,Exercise has been shown to increase  TRβ1 receptor expression in young rats.  Exercise has been shown to increase both TRα1 and  TRβ1 receptor expression in aged rats.,"Based on the provided documents, exercise affects thyroid hormone receptors expression in the heart by increasing the expression of the TRβ1 receptor, as stated in Document 2. However, the evidence is limited to this single document and does not provide a comprehensive understanding of the relationship between exercise and thyroid hormone receptors expression in the heart. Therefore, the evidence is insufficient to fully answer the question.","[""bioasq_18031713"", ""bioasq_21625820"", ""bioasq_15831522"", ""bioasq_17160166"", ""bioasq_11731613"", ""bioasq_22009156"", ""bioasq_23786024"", ""bioasq_20810577""]","[""bioasq_11577024"", ""bioasq_14704232"", ""bioasq_21625820""]",0.247423,0.5,0.670129,1733,False,,,,
bioasq_001_SystemB,bioasq,bioasq_244,System B,How does exercise affect thyroid hormone receptors expression in the heart?,Exercise has been shown to increase  TRβ1 receptor expression in young rats.  Exercise has been shown to increase both TRα1 and  TRβ1 receptor expression in aged rats.,"The evidence is insufficient to fully answer the question of how exercise affects thyroid hormone receptors expression in the heart. However, Document 2 provides some information on the effect of chronic exercise on thyroid hormone receptors in the myocardium of rats. According to the document, exercise increased the TRβ1 receptor, while food restriction reduced TRα1 mRNA and increased the expression of other proteins. The combination of exercise and","[""bioasq_18031713"", ""bioasq_21625820"", ""bioasq_15831522"", ""bioasq_17160166"", ""bioasq_11731613"", ""bioasq_22009156"", ""bioasq_23786024""]","[""bioasq_11577024"", ""bioasq_14704232"", ""bioasq_21625820""]",0.3,0.5625,0.663791,2649,False,,,,
bioasq_002_SystemC,bioasq,bioasq_2702,System C,Which human gene encode for DNA polymerase θ?,DNA polymerase theta (pol θ) is an evolutionarily conserved protein encoded by the POLQ gene in mammalian genomes,The human gene that encodes for DNA polymerase θ is POLQ. This information is found in Document 1 and Document 3.,"[""bioasq_28668117"", ""bioasq_24013172"", ""bioasq_27264557"", ""bioasq_33176147"", ""bioasq_9511785"", ""bioasq_22479200"", ""bioasq_15342490"", ""bioasq_19620965"", ""bioasq_22960375"", ""bioasq_18660821""]","[""bioasq_27264557"", ""bioasq_28668117""]",0.378378,0.411765,0.832627,1896,False,,,,
bioasq_002_SystemB,bioasq,bioasq_2702,System B,Which human gene encode for DNA polymerase θ?,DNA polymerase theta (pol θ) is an evolutionarily conserved protein encoded by the POLQ gene in mammalian genomes,The human gene that encodes for DNA polymerase θ is POLQ. This information is consistently stated in Documents 1 and 3.,"[""bioasq_28668117"", ""bioasq_24013172"", ""bioasq_27264557"", ""bioasq_33176147"", ""bioasq_9511785"", ""bioasq_22479200"", ""bioasq_15342490""]","[""bioasq_27264557"", ""bioasq_28668117""]",0.378378,0.411765,0.836794,2454,False,,,,
bioasq_002_SystemA,bioasq,bioasq_2702,System A,Which human gene encode for DNA polymerase θ?,DNA polymerase theta (pol θ) is an evolutionarily conserved protein encoded by the POLQ gene in mammalian genomes,The human gene that encodes for DNA polymerase θ is the POLQ gene. This information is consistently stated in Documents 1 and 3.,"[""bioasq_28668117"", ""bioasq_24013172"", ""bioasq_27264557"", ""bioasq_33176147"", ""bioasq_9511785"", ""bioasq_22479200"", ""bioasq_15342490"", ""bioasq_19620965"", ""bioasq_22960375"", ""bioasq_18660821""]","[""bioasq_27264557"", ""bioasq_28668117""]",0.358974,0.411765,0.852546,3182,False,,,,
bioasq_003_SystemB,bioasq,bioasq_3686,System B,Does saracatinib promote oncogenesis?,"No, saracatinib has antitumor activity.","The evidence is insufficient to determine whether saracatinib promotes oncogenesis. Document 1 discusses the antitumor effect of saracatinib, suggesting that it inhibits the growth and migration/invasion of certain cancer cells, which implies that it may actually suppress oncogenesis rather than promote it. However, there is no direct evidence in the provided documents to confirm whether saracatinib promotes onc","[""bioasq_23144237"", ""bioasq_25679813"", ""bioasq_26649774"", ""bioasq_15021236"", ""bioasq_17707228"", ""bioasq_1395299"", ""bioasq_23146972""]","[""bioasq_23144237""]",0.09375,0.6,0.800829,2579,False,,,,
bioasq_003_SystemA,bioasq,bioasq_3686,System A,Does saracatinib promote oncogenesis?,"No, saracatinib has antitumor activity.","The evidence is insufficient to determine whether saracatinib promotes oncogenesis. Document 1 discusses the antitumor effect of saracatinib, suggesting that it inhibits oncogenic signaling pathways, which implies that it does not promote oncogenesis. However, there is no direct information in the provided documents about saracatinib promoting oncogenesis. Therefore, the available evidence is insufficient to answer the","[""bioasq_23144237"", ""bioasq_25679813"", ""bioasq_26649774"", ""bioasq_15021236"", ""bioasq_17707228"", ""bioasq_1395299"", ""bioasq_23146972"", ""bioasq_6583309"", ""bioasq_22684196"", ""bioasq_20692508""]","[""bioasq_23144237""]",0.098361,0.6,0.798206,3167,False,,,,
bioasq_003_SystemC,bioasq,bioasq_3686,System C,Does saracatinib promote oncogenesis?,"No, saracatinib has antitumor activity.","The evidence is insufficient to determine whether saracatinib promotes oncogenesis. The documents provided discuss saracatinib as a potential therapeutic target for cancer treatment, specifically as a c-Src/Abl kinase inhibitor, and its antitumor effects in gastric cancer cell lines. However, there is no mention of saracatinib promoting oncogenesis. In fact, the information suggests that saracatin","[""bioasq_23144237"", ""bioasq_25679813"", ""bioasq_26649774"", ""bioasq_15021236"", ""bioasq_17707228""]","[""bioasq_23144237""]",0.098361,0.6,0.757718,896,False,,,,
bioasq_004_SystemB,bioasq,bioasq_3857,System B,Which interleukin receptors are targeted with rilonacept?,Rilonacept inhibits interleukin-1α and interleukin-1β. It has a role for treatment of pericarditis.,Rilonacept targets both interleukin-1 alpha (IL-1α) and interleukin-1 beta (IL-1β) receptors.,"[""bioasq_33200890"", ""bioasq_33229362"", ""bioasq_18031713"", ""bioasq_32550671"", ""bioasq_31939155"", ""bioasq_25457975"", ""bioasq_32562029""]","[""bioasq_25549233"", ""bioasq_32324502"", ""bioasq_32550671"", ""bioasq_32562029"", ""bioasq_33200890"", ""bioasq_33229362""]",0.4,0.307692,0.75891,3572,False,,,,
bioasq_004_SystemA,bioasq,bioasq_3857,System A,Which interleukin receptors are targeted with rilonacept?,Rilonacept inhibits interleukin-1α and interleukin-1β. It has a role for treatment of pericarditis.,"The interleukin receptors targeted by rilonacept are interleukin-1 alpha (IL-1α) and interleukin-1 beta (IL-1β) receptors. This information can be found in Documents 1, 2, 4, 7, and 8.","[""bioasq_33200890"", ""bioasq_33229362"", ""bioasq_18031713"", ""bioasq_32550671"", ""bioasq_31939155"", ""bioasq_25457975"", ""bioasq_32562029"", ""bioasq_25549233"", ""bioasq_34116467"", ""bioasq_11391780""]","[""bioasq_25549233"", ""bioasq_32324502"", ""bioasq_32550671"", ""bioasq_32562029"", ""bioasq_33200890"", ""bioasq_33229362""]",0.255319,0.307692,0.71594,4880,False,,,,
bioasq_004_SystemC,bioasq,bioasq_3857,System C,Which interleukin receptors are targeted with rilonacept?,Rilonacept inhibits interleukin-1α and interleukin-1β. It has a role for treatment of pericarditis.,"The interleukin receptors targeted with rilonacept are IL-1α and IL-1β receptors. This information can be found in Documents 1, 2, 4, and 7, which all mention that rilonacept is an IL-1α and IL-1β cytokine trap or blocker.","[""bioasq_33200890"", ""bioasq_33229362"", ""bioasq_18031713"", ""bioasq_32550671"", ""bioasq_31939155"", ""bioasq_25457975"", ""bioasq_32562029"", ""bioasq_25549233""]","[""bioasq_25549233"", ""bioasq_32324502"", ""bioasq_32550671"", ""bioasq_32562029"", ""bioasq_33200890"", ""bioasq_33229362""]",0.178571,0.307692,0.727003,2216,False,,,,
bioasq_005_SystemA,bioasq,bioasq_4062,System A,Which is the role of mediator in genome organization?,"Mediator binds to boundaries of chromosomal interaction domains and to proteins involved in DNA looping, RNA metabolism, chromatin remodeling, and actin assembly.","The role of Mediator in genome organization is to play a significant role in higher-order genome organization. Mediator occupies chromosomal interacting domain (CID) boundaries and associates with proteins that have been shown to interact with CID boundaries, suggesting its involvement in genome organization. Additionally, Mediator has been implicated in chromatin remodeling, gene looping, and mRNA decay, which are all related to genome organization.","[""bioasq_28575439"", ""bioasq_29157917"", ""bioasq_29209056"", ""bioasq_24998386"", ""bioasq_26240385"", ""bioasq_27773677"", ""bioasq_31209209"", ""bioasq_14759369"", ""bioasq_26305225"", ""bioasq_27742736""]","[""bioasq_24824069"", ""bioasq_24998386"", ""bioasq_26240385"", ""bioasq_27742736"", ""bioasq_27773677"", ""bioasq_28575439"", ""bioasq_29157917"", ""bioasq_29209056"", ""bioasq_31209209"", ""bioasq_31211995"", ""bioasq_33176147""]",0.302326,0.55,0.825066,2972,False,,,,
