run,dataset,model,retriever,method,mode,metric,n,mean,ci_low,ci_high
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,Safe Adaptive Context,answer_aware_fallback,answer_coverage,100,0.447153,0.401767,0.493373
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,Safe Adaptive Context,answer_aware_fallback,semantic_similarity,100,0.758291,0.731673,0.783219
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,Safe Adaptive Context,answer_aware_fallback,total_tokens,100,2011.28,1871.6695,2152.20425
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,answer_f1,100,0.341924,0.307125,0.378572
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,answer_coverage,100,0.433381,0.39215,0.477098
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,semantic_similarity,100,0.752232,0.721074,0.780216
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,total_tokens,100,2658.78,2552.09025,2770.68625
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,Fixed Top-10,fixed_10_full,answer_f1,100,0.256987,0.230832,0.284561
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,Fixed Top-10,fixed_10_full,answer_coverage,100,0.346258,0.310714,0.383195
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,Fixed Top-10,fixed_10_full,semantic_similarity,100,0.606102,0.563964,0.648951
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,Fixed Top-10,fixed_10_full,total_tokens,100,3888.53,3799.558,3966.40175
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,answer_f1,100,0.336853,0.303568,0.369875
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,answer_coverage,100,0.423982,0.381197,0.46533
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,semantic_similarity,100,0.752297,0.722457,0.779507
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,total_tokens,100,894.94,856.356,935.412
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,Fixed Top-3,fixed_3_full,answer_f1,100,0.332849,0.303641,0.364903
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,Fixed Top-3,fixed_3_full,answer_coverage,100,0.436172,0.395308,0.480351
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,Fixed Top-3,fixed_3_full,semantic_similarity,100,0.750948,0.72558,0.776189
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,Fixed Top-3,fixed_3_full,total_tokens,100,1397.96,1334.7745,1461.7115
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,answer_f1,100,0.343797,0.312872,0.378173
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,answer_coverage,100,0.465916,0.425029,0.513512
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,semantic_similarity,100,0.761579,0.734187,0.786952
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,total_tokens,100,1420.64,1357.28925,1488.00225
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,Fixed Top-5,fixed_5_full,answer_f1,100,0.349134,0.318434,0.382782
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,Fixed Top-5,fixed_5_full,answer_coverage,100,0.44652,0.404838,0.489216
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,Fixed Top-5,fixed_5_full,semantic_similarity,100,0.760783,0.734238,0.785737
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,Fixed Top-5,fixed_5_full,total_tokens,100,2246.86,2140.905,2347.24275
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,answer_f1,100,0.345532,0.312952,0.381654
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,answer_coverage,100,0.45278,0.40979,0.49728
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,semantic_similarity,100,0.766716,0.739349,0.790534
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,total_tokens,100,1916.55,1836.65,1998.197
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,Fixed Top-7,fixed_7_full,answer_f1,100,0.329324,0.299293,0.360146
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,Fixed Top-7,fixed_7_full,answer_coverage,100,0.433847,0.392397,0.476692
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,Fixed Top-7,fixed_7_full,semantic_similarity,100,0.73715,0.705043,0.768678
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,Fixed Top-7,fixed_7_full,total_tokens,100,3039.82,2925.56625,3148.30175
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,answer_f1,100,0.343462,0.310343,0.377343
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,answer_coverage,100,0.453885,0.409442,0.499238
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,semantic_similarity,100,0.766646,0.742381,0.791601
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,total_tokens,100,1619.45,1509.85475,1732.11825
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,Heuristic Rules,heuristic_rules_full,answer_f1,100,0.332534,0.300601,0.365782
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,Heuristic Rules,heuristic_rules_full,answer_coverage,100,0.44514,0.402967,0.490695
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,Heuristic Rules,heuristic_rules_full,semantic_similarity,100,0.745378,0.713239,0.774828
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,Heuristic Rules,heuristic_rules_full,total_tokens,100,2559.79,2391.36775,2723.2195
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,answer_f1,100,0.220461,0.199352,0.24164
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,answer_coverage,100,0.267391,0.232748,0.304056
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,semantic_similarity,100,0.652988,0.623279,0.681703
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,total_tokens,100,119.07,115.15975,123.111
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,No Retrieval,no_retrieval_full,answer_f1,100,0.219614,0.197737,0.242018
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,No Retrieval,no_retrieval_full,answer_coverage,100,0.267007,0.233572,0.304518
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,No Retrieval,no_retrieval_full,semantic_similarity,100,0.652925,0.622313,0.681288
bioasq_mistral_final_eval100,BioASQ,Mistral,TF-IDF,No Retrieval,no_retrieval_full,total_tokens,100,119.2,115.369,123.45025
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Safe Adaptive Context,answer_aware_fallback,answer_f1,100,0.750896,0.669083,0.824056
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Safe Adaptive Context,answer_aware_fallback,answer_coverage,100,0.74891,0.673327,0.82725
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Safe Adaptive Context,answer_aware_fallback,semantic_similarity,100,0.819072,0.758662,0.874662
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Safe Adaptive Context,answer_aware_fallback,total_tokens,100,1109.23,1093.50975,1124.94025
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,answer_f1,100,0.746896,0.668119,0.822748
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,answer_coverage,100,0.745577,0.667042,0.8225
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,semantic_similarity,100,0.821078,0.762506,0.874716
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,total_tokens,100,1403.87,1352.4535,1452.38225
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Fixed Top-10,fixed_10_full,answer_f1,100,0.764039,0.682994,0.840496
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Fixed Top-10,fixed_10_full,answer_coverage,100,0.75641,0.676404,0.828333
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Fixed Top-10,fixed_10_full,semantic_similarity,100,0.837879,0.77963,0.891702
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Fixed Top-10,fixed_10_full,total_tokens,100,1500.35,1446.0775,1554.65225
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,answer_f1,100,0.713777,0.629274,0.790487
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,answer_coverage,100,0.70891,0.624987,0.786431
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,semantic_similarity,100,0.785454,0.716409,0.85249
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,total_tokens,100,485.34,465.86875,505.28175
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Fixed Top-3,fixed_3_full,answer_f1,100,0.737373,0.654659,0.814713
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Fixed Top-3,fixed_3_full,answer_coverage,100,0.738077,0.654737,0.816667
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Fixed Top-3,fixed_3_full,semantic_similarity,100,0.809881,0.747059,0.869022
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Fixed Top-3,fixed_3_full,total_tokens,100,499.93,476.3085,521.8295
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,answer_f1,100,0.729634,0.645879,0.808366
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,answer_coverage,100,0.723077,0.643127,0.807
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,semantic_similarity,100,0.800075,0.732402,0.86014
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,total_tokens,100,727.35,697.707,759.05425
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Fixed Top-5,fixed_5_full,answer_f1,100,0.750111,0.669326,0.82478
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Fixed Top-5,fixed_5_full,answer_coverage,100,0.750577,0.667787,0.825848
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Fixed Top-5,fixed_5_full,semantic_similarity,100,0.817779,0.757317,0.875299
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Fixed Top-5,fixed_5_full,total_tokens,100,757.23,722.28875,793.113
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,answer_f1,100,0.738563,0.654404,0.818693
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,answer_coverage,100,0.735577,0.652806,0.812245
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,semantic_similarity,100,0.807505,0.747364,0.867644
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,total_tokens,100,994.61,956.7385,1032.944
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Fixed Top-7,fixed_7_full,answer_f1,100,0.760706,0.681318,0.833412
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Fixed Top-7,fixed_7_full,answer_coverage,100,0.753077,0.670875,0.828333
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Fixed Top-7,fixed_7_full,semantic_similarity,100,0.825371,0.762698,0.88368
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Fixed Top-7,fixed_7_full,total_tokens,100,1046.73,1004.1295,1090.3
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,answer_f1,100,0.732968,0.647009,0.81095
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,answer_coverage,100,0.723077,0.637244,0.803917
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,semantic_similarity,100,0.807329,0.743163,0.865894
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,total_tokens,100,771.79,723.87925,822.30725
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Heuristic Rules,heuristic_rules_full,answer_f1,100,0.766539,0.684158,0.838707
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Heuristic Rules,heuristic_rules_full,answer_coverage,100,0.760577,0.684744,0.834758
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Heuristic Rules,heuristic_rules_full,semantic_similarity,100,0.834787,0.773484,0.888863
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,Heuristic Rules,heuristic_rules_full,total_tokens,100,804.22,752.7905,855.74875
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,answer_f1,100,0.422777,0.337471,0.510933
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,answer_coverage,100,0.43391,0.343327,0.530014
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,semantic_similarity,100,0.545469,0.476515,0.621977
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,total_tokens,100,151.37,148.60975,154.32
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,No Retrieval,no_retrieval_full,answer_f1,100,0.422539,0.335314,0.506791
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,No Retrieval,no_retrieval_full,answer_coverage,100,0.437244,0.345821,0.533354
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,No Retrieval,no_retrieval_full,semantic_similarity,100,0.550423,0.477356,0.621532
hotpotqa_crossenc_concise_llama70b_final_eval100,HotpotQA,Llama-70B,Cross-encoder,No Retrieval,no_retrieval_full,total_tokens,100,151.28,148.54925,154.34
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Safe Adaptive Context,answer_aware_fallback,answer_f1,100,0.736539,0.650869,0.813923
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Safe Adaptive Context,answer_aware_fallback,answer_coverage,100,0.732244,0.648327,0.810083
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Safe Adaptive Context,answer_aware_fallback,semantic_similarity,100,0.740117,0.658606,0.818081
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Safe Adaptive Context,answer_aware_fallback,total_tokens,100,1065.72,1050.2685,1081.3235
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,answer_f1,100,0.752039,0.668155,0.830667
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,answer_coverage,100,0.74141,0.661404,0.82141
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,semantic_similarity,100,0.755009,0.673477,0.832402
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,total_tokens,100,1430.34,1379.15775,1481.3705
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Fixed Top-10,fixed_10_full,answer_f1,100,0.764539,0.686034,0.838005
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Fixed Top-10,fixed_10_full,answer_coverage,100,0.752244,0.674994,0.829175
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Fixed Top-10,fixed_10_full,semantic_similarity,100,0.768282,0.688436,0.843808
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Fixed Top-10,fixed_10_full,total_tokens,100,1536.68,1483.01675,1591.044
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,answer_f1,100,0.604277,0.51698,0.695984
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,answer_coverage,100,0.599744,0.503333,0.686667
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,semantic_similarity,100,0.607136,0.508976,0.697699
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,total_tokens,100,483.17,463.2465,502.312
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Fixed Top-3,fixed_3_full,answer_f1,100,0.625706,0.535379,0.715706
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Fixed Top-3,fixed_3_full,answer_coverage,100,0.619744,0.529481,0.709237
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Fixed Top-3,fixed_3_full,semantic_similarity,100,0.628475,0.53869,0.723009
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Fixed Top-3,fixed_3_full,total_tokens,100,491.96,471.52775,514.152
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,answer_f1,100,0.673706,0.585986,0.758086
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,answer_coverage,100,0.663077,0.568064,0.746667
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,semantic_similarity,100,0.676676,0.594435,0.761186
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,total_tokens,100,737.37,708.44525,766.4705
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Fixed Top-5,fixed_5_full,answer_f1,100,0.693373,0.60403,0.774381
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Fixed Top-5,fixed_5_full,answer_coverage,100,0.688077,0.598077,0.77116
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Fixed Top-5,fixed_5_full,semantic_similarity,100,0.69765,0.612097,0.780851
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Fixed Top-5,fixed_5_full,total_tokens,100,762.23,730.006,795.97125
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,answer_f1,100,0.720039,0.638705,0.806761
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,answer_coverage,100,0.708077,0.623071,0.786417
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,semantic_similarity,100,0.723174,0.636885,0.802089
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,total_tokens,100,997.8,960.0975,1036.0835
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Fixed Top-7,fixed_7_full,answer_f1,100,0.730396,0.641966,0.80471
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Fixed Top-7,fixed_7_full,answer_coverage,100,0.725577,0.64166,0.801417
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Fixed Top-7,fixed_7_full,semantic_similarity,100,0.734209,0.653552,0.808389
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Fixed Top-7,fixed_7_full,total_tokens,100,1047.15,1002.82475,1091.116
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,answer_f1,100,0.695706,0.605412,0.782123
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,answer_coverage,100,0.693077,0.60641,0.778362
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,semantic_similarity,100,0.700245,0.615041,0.781045
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,total_tokens,100,902.18,848.45075,959.6415
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Heuristic Rules,heuristic_rules_full,answer_f1,100,0.707539,0.618155,0.789838
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Heuristic Rules,heuristic_rules_full,answer_coverage,100,0.695577,0.608035,0.77391
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Heuristic Rules,heuristic_rules_full,semantic_similarity,100,0.710674,0.628477,0.792716
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,Heuristic Rules,heuristic_rules_full,total_tokens,100,944.98,882.63275,1003.24075
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,answer_f1,100,0.414285,0.325991,0.504623
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,answer_coverage,100,0.424744,0.333389,0.517
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,semantic_similarity,100,0.417746,0.330095,0.50307
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,total_tokens,100,151.36,148.63975,154.36075
hotpotqa_llama70b_final_eval100,HotpotQA,Llama-70B,TF-IDF,No Retrieval,no_retrieval_full,answer_f1,100,0.424673,0.340137,0.512135
