retriever,query_id,ranked_doc_ids,scores,ndcg_at_10,mrr_at_10,recall_at_10
tfidf_cross_encoder,5ae2dd2055429928c423950d,"[""5ae2dd2055429928c423950d::doc_7::East Lempster, New Hampshire"", ""5ae2dd2055429928c423950d::doc_9::Lempster, New Hampshire"", ""5ae2dd2055429928c423950d::doc_1::Miner Memorial Library"", ""5ae2dd2055429928c423950d::doc_0::Steven D. Smith"", ""5ae2dd2055429928c423950d::doc_6::Carroll County, New Hampshire"", ""5ae2dd2055429928c423950d::doc_2::Sullivan County, New Hampshire"", ""5ae2dd2055429928c423950d::doc_5::Hampden County, Massachusetts"", ""5ae2dd2055429928c423950d::doc_3::Dover, New Hampshire"", ""5ae2dd2055429928c423950d::doc_4::Woodsville, New Hampshire"", ""5a8db19d5542994ba4e3dd00::doc_3::Amherst, Massachusetts""]","[8.566681, 8.070078, 4.185386, 2.916706, 2.626501, 2.595274, 0.168775, 0.106978, -0.157318, -1.951098]",0.831555,1.0,1.0
tfidf_cross_encoder,5abdf12255429976d4830a2f,"[""5abdf12255429976d4830a2f::doc_3::Against the Wind (album)"", ""5abdf12255429976d4830a2f::doc_2::Bob Seger"", ""5abdf12255429976d4830a2f::doc_8::Stranger in Town (album)"", ""5abdf12255429976d4830a2f::doc_0::Ride Out (album)"", ""5abdf12255429976d4830a2f::doc_6::Freudiana"", ""5abdf12255429976d4830a2f::doc_4::Gary Cherone"", ""5abdf12255429976d4830a2f::doc_9::Heaven Knows (Robert Plant song)"", ""5abdf12255429976d4830a2f::doc_1::10 Hronia Mazi"", ""5a83880e554299123d8c214e::doc_9::Suicide (1977 album)"", ""5ac298f9554299657fa28fc9::doc_7::In It to Win It (Saliva album)""]","[6.646246, 3.627732, 2.224287, 0.924715, -2.860678, -3.466747, -4.353053, -5.604479, -6.87677, -7.226836]",1.0,1.0,1.0
tfidf_cross_encoder,5a88658955429938390d3f47,"[""5a88658955429938390d3f47::doc_1::Rostker v. Goldberg"", ""5a88658955429938390d3f47::doc_6::Conscription in the United States"", ""5a88658955429938390d3f47::doc_7::Armed Forces Covenant"", ""5a88658955429938390d3f47::doc_9::Franklin D. Roosevelt's record on civil rights"", ""5a88658955429938390d3f47::doc_2::One Rank, One Pension"", ""5ab9b29c554299743d22ebae::doc_6::Craig v. Boren"", ""5aba5d2e55429901930fa799::doc_9::Lewinsky scandal"", ""5ab9b29c554299743d22ebae::doc_1::Baker v. Nelson"", ""5a7dcc775542990b8f503ab5::doc_2::Shellite (explosive)"", ""5ab9b29c554299743d22ebae::doc_4::United States v. Binion""]","[1.78819, -4.189481, -9.246391, -9.71886, -10.146822, -10.367079, -10.4076, -10.652377, -10.680769, -10.715245]",1.0,1.0,1.0
tfidf_cross_encoder,5a86ebac55429960ec39b6d6,"[""5a86ebac55429960ec39b6d6::doc_8::Handi-Snacks"", ""5a86ebac55429960ec39b6d6::doc_9::Mondelez International"", ""5a86ebac55429960ec39b6d6::doc_3::PepsiCo"", ""5a86ebac55429960ec39b6d6::doc_5::Snack Foods Limited"", ""5a86ebac55429960ec39b6d6::doc_7::Twisties"", ""5a86ebac55429960ec39b6d6::doc_1::Robert's American Gourmet Food"", ""5a86ebac55429960ec39b6d6::doc_4::Snackbox Food Holdings"", ""5ae057fd55429945ae959328::doc_5::General Mills"", ""5ae224da554299234fd043ee::doc_3::CytoSport"", ""5ae057fd55429945ae959328::doc_3::RetailMeNot""]","[5.533532, 4.6332, 3.830037, 1.789995, 0.884622, 0.707047, -0.458973, -0.459579, -4.646643, -5.703724]",1.0,1.0,1.0
tfidf_cross_encoder,5aba5d2e55429901930fa799,"[""5aba5d2e55429901930fa799::doc_4::Their Lives"", ""5aba5d2e55429901930fa799::doc_2::The White House Doctor"", ""5aba5d2e55429901930fa799::doc_3::Once Upon a Secret"", ""5aba5d2e55429901930fa799::doc_6::William H. Ginsburg"", ""5aba5d2e55429901930fa799::doc_9::Lewinsky scandal"", ""5aba5d2e55429901930fa799::doc_8::Monica Lewinsky"", ""5ac02e31554299294b218f3f::doc_9::Wonder Woman (2017 film)"", ""5aba5d2e55429901930fa799::doc_1::Gregory B. Craig"", ""5ae33c4d5542992f92d82262::doc_5::Bill Clinton"", ""5aba5d2e55429901930fa799::doc_7::Mark D. Fabiani""]","[8.090813, 0.404244, -0.384051, -2.274358, -2.772785, -3.941583, -6.348857, -6.793242, -6.82358, -6.970181]",0.831555,1.0,1.0
tfidf_cross_encoder,5ae5736e5542990ba0bbb2b3,"[""5ae5736e5542990ba0bbb2b3::doc_0::Paul Manafort"", ""5ae5736e5542990ba0bbb2b3::doc_8::David Urban"", ""5ae5736e5542990ba0bbb2b3::doc_4::Trump campaign\u2013Russian meeting"", ""5ae5736e5542990ba0bbb2b3::doc_2::Brad Parscale"", ""5ae5736e5542990ba0bbb2b3::doc_7::Tony Fabrizio"", ""5aba5d2e55429901930fa799::doc_7::Mark D. Fabiani"", ""5ae5736e5542990ba0bbb2b3::doc_6::Donald Trump presidential campaign, 2000"", ""5a7a1cd85542990783324e65::doc_1::United States presidential election, 2016"", ""5ae82ae555429952e35eaa71::doc_6::Virginia Foster Durr"", ""5ae5736e5542990ba0bbb2b3::doc_1::Donald Trump (Last Week Tonight)""]","[7.731133, 5.534708, 3.746227, 2.08909, 0.706231, 0.515903, -0.173563, -2.937468, -3.225893, -3.249337]",0.919721,1.0,1.0
tfidf_cross_encoder,5ae005b555429942ec259bec,"[""5ae005b555429942ec259bec::doc_8::Louren\u00e7o Mutarelli"", ""5ae005b555429942ec259bec::doc_5::4 a.m. (novel)"", ""5ae005b555429942ec259bec::doc_7::Drained"", ""5ae005b555429942ec259bec::doc_9::The Birds on the Trees"", ""5ae005b555429942ec259bec::doc_2::Quando Eu Era Vivo"", ""5ae005b555429942ec259bec::doc_0::The Golden Hour (novel)"", ""5ae005b555429942ec259bec::doc_4::Before We Say Goodbye"", ""5ae005b555429942ec259bec::doc_6::Three Comrades (novel)"", ""5ae005b555429942ec259bec::doc_3::Spirit of the Border"", ""5a7be2595542997c3ec972ac::doc_0::The Mark on the Wall""]","[6.154219, 3.947903, 1.588296, 1.166234, 1.047191, 0.296345, -2.606976, -2.884368, -3.812723, -4.137774]",0.613147,1.0,0.5
tfidf_cross_encoder,5a7759fc5542993569682d60,"[""5a7759fc5542993569682d60::doc_1::Garajonay National Park"", ""5a7759fc5542993569682d60::doc_2::Teide National Park"", ""5a7759fc5542993569682d60::doc_0::Hermigua"", ""5a7759fc5542993569682d60::doc_5::Roque Cinchado"", ""5a7759fc5542993569682d60::doc_8::Alpine National Park"", ""5a7759fc5542993569682d60::doc_9::North Cascades National Park"", ""5a7759fc5542993569682d60::doc_3::Crater Lake National Park"", ""5ab7e4dc5542995dae37e9df::doc_1::Wapusk National Park"", ""5a7759fc5542993569682d60::doc_7::Training centre for release of the Atma-energy"", ""5a7759fc5542993569682d60::doc_6::Adenocarpus viscosus""]","[8.099493, 7.971691, 2.33075, 0.960271, -0.202553, -0.946954, -1.794394, -1.909238, -2.326805, -3.061155]",1.0,1.0,1.0
tfidf_cross_encoder,5a835478554299123d8c20ed,"[""5a835478554299123d8c20ed::doc_2::Roald Dahl"", ""5a835478554299123d8c20ed::doc_7::Mrs. Bixby and the Colonel's Coat"", ""5a835478554299123d8c20ed::doc_3::The Best of Roald Dahl"", ""5a835478554299123d8c20ed::doc_1::The Collected Short Stories of Roald Dahl"", ""5a835478554299123d8c20ed::doc_8::The Roald Dahl Treasury"", ""5a835478554299123d8c20ed::doc_0::Roald Dahl: Collected Stories"", ""5a835478554299123d8c20ed::doc_5::Roald Dahl short stories bibliography"", ""5a835478554299123d8c20ed::doc_4::Roald Dahl Children's Gallery"", ""5a835478554299123d8c20ed::doc_9::Roald Dahl's Willy Wonka (musical)"", ""5a8ef2a75542995a26add583::doc_9::Seven Brief Lessons on Physics""]","[4.123504, 2.140825, 0.026834, -2.108115, -2.996547, -3.536393, -4.664284, -4.923987, -5.539868, -5.73322]",1.0,1.0,1.0
tfidf_cross_encoder,5aba749055429901930fa7d8,"[""5aba749055429901930fa7d8::doc_4::Chris Menges"", ""5aba749055429901930fa7d8::doc_7::Aram Avakian"", ""5aba749055429901930fa7d8::doc_2::11 Harrowhouse"", ""5aba749055429901930fa7d8::doc_6::Cops and Robbers (1973 film)"", ""5aba749055429901930fa7d8::doc_0::Linda Mvusi"", ""5aba749055429901930fa7d8::doc_3::End of the Road (1970 film)"", ""5aba749055429901930fa7d8::doc_5::A World Apart (film)"", ""5aba749055429901930fa7d8::doc_9::CrissCross"", ""5aba749055429901930fa7d8::doc_1::Second Best (film)"", ""5add11935542994734353827::doc_1::Chris Hanzsek""]","[2.196012, 2.007385, -4.700133, -4.921715, -5.032199, -5.08268, -5.397634, -5.628319, -7.936162, -8.166185]",1.0,1.0,1.0
tfidf_cross_encoder,5abfb3425542990832d3a1c0,"[""5abfb3425542990832d3a1c0::doc_2::Andrew Jaspan"", ""5abfb3425542990832d3a1c0::doc_0::Chicago Public Media"", ""5abfb3425542990832d3a1c0::doc_6::Accessible Media"", ""5abfb3425542990832d3a1c0::doc_4::The Conversation (website)"", ""5abfb3425542990832d3a1c0::doc_7::14ymedio"", ""5a7cbf8c554299452d57b9f4::doc_6::Mark Ciardi"", ""5abfb3425542990832d3a1c0::doc_8::Vatican leaks scandal"", ""5abfb3425542990832d3a1c0::doc_1::State media"", ""5ae5736e5542990ba0bbb2b3::doc_2::Brad Parscale"", ""5add11935542994734353827::doc_9::Daniel House""]","[8.532873, -3.197367, -3.246854, -3.516901, -5.525304, -6.387654, -6.433722, -7.427067, -7.785803, -7.848814]",0.877215,1.0,1.0
tfidf_cross_encoder,5ac3165c5542995ef918c10a,"[""5ac3165c5542995ef918c10a::doc_6::18th Independent Spirit Awards"", ""5ac3165c5542995ef918c10a::doc_3::32nd Independent Spirit Awards"", ""5ac3165c5542995ef918c10a::doc_4::28th Independent Spirit Awards"", ""5ac3165c5542995ef918c10a::doc_0::Independent Spirit Awards"", ""5ac3165c5542995ef918c10a::doc_9::Mihai M\u0103laimare Jr."", ""5ac3165c5542995ef918c10a::doc_8::Independent Spirit Award for Best First Feature"", ""5ac3165c5542995ef918c10a::doc_1::Independent Spirit Award for Best Cinematography"", ""5ac3165c5542995ef918c10a::doc_7::Independent Spirit Award for Best Editing"", ""5ac3165c5542995ef918c10a::doc_2::Silent Light"", ""5a7ed2c655429930675135e5::doc_0::71st Golden Globe Awards""]","[9.592207, 4.321556, 3.757751, 1.75559, 1.392151, 1.320116, 0.713333, 0.455896, -0.531306, -2.454753]",0.613147,1.0,0.5
tfidf_cross_encoder,5ae53b545542990ba0bbb23c,"[""5ae53b545542990ba0bbb23c::doc_2::Why Is There Air?"", ""5ae53b545542990ba0bbb23c::doc_7::Bill Cosby Is a Very Funny Fellow...Right!"", ""5ae53b545542990ba0bbb23c::doc_6::Inside the Mind of Bill Cosby"", ""5ae53b545542990ba0bbb23c::doc_0::The Original Jam Sessions 1969"", ""5ae53b545542990ba0bbb23c::doc_3::Disco Bill"", ""5ae53b545542990ba0bbb23c::doc_5::At Last Bill Cosby Really Sings"", ""5ae53b545542990ba0bbb23c::doc_8::Bill's Best Friend"", ""5ae53b545542990ba0bbb23c::doc_9::Yes, Yes, Yes"", ""5ae53b545542990ba0bbb23c::doc_1::Flamingo Las Vegas"", ""5ae4a3265542995ad6573de5::doc_9::Skyscraper National Park""]","[8.028244, 3.436522, -0.706448, -1.000229, -1.254402, -1.456337, -1.636401, -2.007196, -4.247365, -4.711823]",0.797723,1.0,1.0
tfidf_cross_encoder,5ae224da554299234fd043ee,"[""5ae224da554299234fd043ee::doc_5::Gibson (cocktail)"", ""5ae224da554299234fd043ee::doc_8::Zurracapote"", ""5ae224da554299234fd043ee::doc_0::Phillips Distilling Company"", ""5ae224da554299234fd043ee::doc_7::Rubicon Drinks"", ""5ae224da554299234fd043ee::doc_1::Flaming beverage"", ""5ae224da554299234fd043ee::doc_9::Gin pennant"", ""5ae224da554299234fd043ee::doc_6::Soft drink"", ""5ae224da554299234fd043ee::doc_4::List of soft drinks by country"", ""5ae224da554299234fd043ee::doc_2::Energy shot"", ""5ae224da554299234fd043ee::doc_3::CytoSport""]","[3.509898, 1.297846, -6.649063, -7.502862, -8.262327, -8.263592, -8.833782, -9.673752, -10.154196, -10.409333]",1.0,1.0,1.0
tfidf_cross_encoder,5ae2b770554299495565db0f,"[""5ae2b770554299495565db0f::doc_0::London International Documentary Festival"", ""5ae2b770554299495565db0f::doc_9::New Haven Documentary Film Festival"", ""5ae2b770554299495565db0f::doc_4::London Review of Books"", ""5ae2b770554299495565db0f::doc_6::Doc NYC"", ""5ae2b770554299495565db0f::doc_5::FreedomFilmFest"", ""5ae2b770554299495565db0f::doc_1::Docville"", ""5ae2b770554299495565db0f::doc_2::Chagrin Documentary Film Festival"", ""5ae2b770554299495565db0f::doc_3::British Journal"", ""5ab6d09255429954757d337d::doc_6::The Class of '92"", ""5a738fe855429908901be2fb::doc_1::Beautiful Young Minds""]","[5.790847, 0.668714, -0.521575, -0.776605, -1.2259, -1.459216, -2.39464, -2.697317, -3.21298, -3.276997]",0.919721,1.0,1.0
tfidf_cross_encoder,5a80b3a9554299485f5986cc,"[""5a80b3a9554299485f5986cc::doc_3::Tysons, Virginia"", ""5a80b3a9554299485f5986cc::doc_4::Tysons Corner Center"", ""5a80b3a9554299485f5986cc::doc_1::Tysons Galleria"", ""5a80b3a9554299485f5986cc::doc_8::McLean, Virginia"", ""5a80b3a9554299485f5986cc::doc_7::McLean station"", ""5a80b3a9554299485f5986cc::doc_9::Spring Hill station"", ""5a80b3a9554299485f5986cc::doc_2::Poughkeepsie Galleria"", ""5a80b3a9554299485f5986cc::doc_5::Cobb Galleria Centre"", ""5a80b3a9554299485f5986cc::doc_6::West McLean, Virginia"", ""5a80b3a9554299485f5986cc::doc_0::Scott's Run Nature Preserve""]","[7.917268, 6.384486, 6.098672, 3.713623, 3.611985, 3.46902, 3.236033, 2.805901, 0.057096, -0.686606]",0.570642,0.333333,1.0
tfidf_cross_encoder,5a8e0a005542995085b373a1,"[""5a8e0a005542995085b373a1::doc_3::Bordan Tkachuk"", ""5a8e0a005542995085b373a1::doc_8::Jonathan Michael Ansell"", ""5a8e0a005542995085b373a1::doc_1::Terren Peizer"", ""5a8e0a005542995085b373a1::doc_4::Viglen"", ""5a86ebac55429960ec39b6d6::doc_0::Canyon Creek Food Company"", ""5a8e0a005542995085b373a1::doc_6::Owens &amp; Minor"", ""5a8e0a005542995085b373a1::doc_5::Compass Minerals"", ""5a8e0a005542995085b373a1::doc_0::Cardinal Health"", ""5a8e0a005542995085b373a1::doc_7::Kingstone Companies"", ""5a74106b55429979e288289e::doc_3::Wes McKinney""]","[5.138859, -5.250438, -5.293299, -6.789236, -7.509109, -7.555008, -7.812591, -8.040196, -8.256802, -8.322493]",0.877215,1.0,1.0
tfidf_cross_encoder,5ac1b8ee5542994d76dccedc,"[""5ac1b8ee5542994d76dccedc::doc_8::Pamela B. Green"", ""5ac1b8ee5542994d76dccedc::doc_6::Lev Yilmaz"", ""5ac1b8ee5542994d76dccedc::doc_4::Lev Kuleshov"", ""5a88d745554299206df2b378::doc_4::David Yates"", ""5a8574945542997b5ce3fffb::doc_3::Baird Bryant"", ""5ac1b8ee5542994d76dccedc::doc_0::Aryanto Yuniawan"", ""5ab6a2be554299710c8d1f08::doc_7::The Key (1961 film)"", ""5ae6828f5542996d980e7bb9::doc_7::Kiyoshi Kohatsu"", ""5ac1b8ee5542994d76dccedc::doc_5::Pamela Gilbert"", ""5a8b57f25542995d1e6f1371::doc_4::Ed Wood""]","[5.482933, 5.066057, -2.127617, -4.886396, -5.381605, -5.406399, -5.437305, -5.725632, -5.81758, -6.119306]",1.0,1.0,1.0
tfidf_cross_encoder,5adccd795542990d50227d2c,"[""5adccd795542990d50227d2c::doc_7::Moroccan Ambassador to China"", ""5adccd795542990d50227d2c::doc_1::Rabat"", ""5adccd795542990d50227d2c::doc_2::Sinuiju Special Administrative Region"", ""5adccd795542990d50227d2c::doc_8::Liaison Office (Hong Kong)"", ""5a713ea95542994082a3e6e4::doc_3::Embassy of China, London"", ""5adccd795542990d50227d2c::doc_6::Wolong Special Administrative Region"", ""5adccd795542990d50227d2c::doc_9::Hong Kong Basic Law"", ""5adccd795542990d50227d2c::doc_4::2014 NPCSC Decision on Hong Kong"", ""5a84c4135542994c784dda31::doc_1::Yingkou"", ""5adc65e85542996e68525350::doc_2::Dazhou""]","[4.037723, 2.095516, -2.882571, -3.065732, -3.938609, -4.291883, -4.374963, -5.979097, -6.867961, -7.210395]",1.0,1.0,1.0
tfidf_cross_encoder,5a84c4135542994c784dda31,"[""5a84c4135542994c784dda31::doc_1::Yingkou"", ""5a84c4135542994c784dda31::doc_2::Fuding"", ""5a84c4135542994c784dda31::doc_8::Yingkou East Railway Station"", ""5a84c4135542994c784dda31::doc_3::Roman Catholic Diocese of Yingkou"", ""5a84c4135542994c784dda31::doc_5::Tongcheng Subdistrict, Fuding"", ""5a84c4135542994c784dda31::doc_0::Fuding Railway Station"", ""5a84c4135542994c784dda31::doc_9::Bayuquan Railway Station"", ""5a84c4135542994c784dda31::doc_4::Yingkou Lanqi Airport"", ""5a84c4135542994c784dda31::doc_6::Xiapu County"", ""5a84c4135542994c784dda31::doc_7::Taimushan Railway Station""]","[3.808517, 2.056758, 1.539906, -1.256424, -1.856475, -2.191946, -2.531613, -2.605019, -5.975461, -6.14321]",1.0,1.0,1.0
tfidf_cross_encoder,5a85eed75542996432c5713b,"[""5a85eed75542996432c5713b::doc_9::Black Seminoles"", ""5a85eed75542996432c5713b::doc_0::Mascogos"", ""5a85eed75542996432c5713b::doc_3::Seminole"", ""5a85eed75542996432c5713b::doc_8::Seminole Nation of Oklahoma"", ""5a713ea95542994082a3e6e4::doc_9::Indigenous peoples of Florida"", ""5a85eed75542996432c5713b::doc_2::Seminole music"", ""5a85eed75542996432c5713b::doc_6::Seminole County, Oklahoma"", ""5a85eed75542996432c5713b::doc_5::Muscogee language"", ""5a85eed75542996432c5713b::doc_7::Battle of Jupiter Inlet"", ""5a8c65a1554299585d9e3680::doc_3::Black Bermudian""]","[7.594629, 4.906116, 4.512224, 4.178889, 0.446336, 0.02649, -1.287827, -2.674837, -2.812835, -5.744665]",1.0,1.0,1.0
tfidf_cross_encoder,5a774e9c55429972597f14f3,"[""5a774e9c55429972597f14f3::doc_1::David Huntsinger"", ""5a774e9c55429972597f14f3::doc_5::Larnelle Harris"", ""5a774e9c55429972597f14f3::doc_3::Andra\u00e9 Crouch"", ""5a774e9c55429972597f14f3::doc_8::Latice Crawford"", ""5ab5ed505542997d4ad1f255::doc_8::Bruce Spizer"", ""5a774e9c55429972597f14f3::doc_9::Muyiwa Olarewaju"", ""5a774e9c55429972597f14f3::doc_2::Just as I Am (Yolanda Adams album)"", ""5a774e9c55429972597f14f3::doc_4::J-Shin"", ""5abdf12255429976d4830a2f::doc_4::Gary Cherone"", ""5ac298f9554299657fa28fc9::doc_2::Ian Watkins (Lostprophets)""]","[1.671052, -1.905941, -2.45381, -3.254103, -4.603933, -4.893709, -4.907362, -5.155801, -5.88025, -5.883905]",1.0,1.0,1.0
tfidf_cross_encoder,5ae738f75542991bbc9761c4,"[""5ae738f75542991bbc9761c4::doc_3::Champ Bailey"", ""5ae738f75542991bbc9761c4::doc_2::Jeris White"", ""5ae738f75542991bbc9761c4::doc_7::Ron Snidow"", ""5ae738f75542991bbc9761c4::doc_6::LaRon Landry"", ""5ae738f75542991bbc9761c4::doc_9::Fred Hageman"", ""5ae738f75542991bbc9761c4::doc_5::Boss Bailey"", ""5ae738f75542991bbc9761c4::doc_1::Robin Cole"", ""5a88658955429938390d3f47::doc_6::Conscription in the United States"", ""5ae738f75542991bbc9761c4::doc_0::Tom Draper"", ""5ae738f75542991bbc9761c4::doc_8::Anthony Woodson""]","[5.210613, 2.456153, 1.759258, 1.2215, 1.100607, -3.271657, -3.549901, -4.71975, -5.354049, -5.734629]",0.831555,1.0,1.0
tfidf_cross_encoder,5ac32b565542995ef918c154,"[""5ac32b565542995ef918c154::doc_7::1964 Georgia Tech Yellow Jackets football team"", ""5ac32b565542995ef918c154::doc_4::1959 Georgia Tech Yellow Jackets football team"", ""5ac32b565542995ef918c154::doc_8::Bobby Dodd Stadium"", ""5ac32b565542995ef918c154::doc_6::1953 Georgia Tech Yellow Jackets football team"", ""5ac32b565542995ef918c154::doc_3::Georgia Tech Yellow Jackets football"", ""5ac32b565542995ef918c154::doc_0::1988 Georgia Tech Yellow Jackets football team"", ""5ac32b565542995ef918c154::doc_1::1987 Georgia Tech Yellow Jackets football team"", ""5ac32b565542995ef918c154::doc_2::1980 Georgia Tech Yellow Jackets football team"", ""5ac32b565542995ef918c154::doc_5::Georgia Tech Yellow Jackets men's basketball"", ""5ac32b565542995ef918c154::doc_9::1990 Georgia Tech Yellow Jackets football team""]","[9.290279, 7.758601, 7.313213, 7.244898, 6.597794, 6.55203, 6.540095, 6.281611, 4.494422, 1.301904]",0.919721,1.0,1.0
tfidf_cross_encoder,5abc8d75554299700f9d7900,"[""5abc8d75554299700f9d7900::doc_4::Leo Varadkar"", ""5abc8d75554299700f9d7900::doc_2::Leader of Fine Gael"", ""5abc8d75554299700f9d7900::doc_0::Enda Kenny"", ""5abc8d75554299700f9d7900::doc_8::Simon Coveney"", ""5abc8d75554299700f9d7900::doc_1::Fine Gael leadership election, 2017"", ""5abc8d75554299700f9d7900::doc_7::Frances Fitzgerald (politician)"", ""5abc8d75554299700f9d7900::doc_6::James Reilly (Irish politician)"", ""5abc8d75554299700f9d7900::doc_3::John Bruton"", ""5abc8d75554299700f9d7900::doc_9::Liam Cosgrave"", ""5abc8d75554299700f9d7900::doc_5::Paddy O'Toole""]","[8.420444, 7.982487, 7.658735, 7.651649, 7.011959, 6.738045, 5.467631, 4.968507, 4.52209, 0.715309]",1.0,1.0,1.0
tfidf_cross_encoder,5a8bb29b554299240d9c2089,"[""5a8bb29b554299240d9c2089::doc_1::Johnny Angel"", ""5a8bb29b554299240d9c2089::doc_7::George Raft"", ""5a8c7595554299585d9e36b6::doc_6::Kiss and Tell (1945 film)"", ""5a8bb29b554299240d9c2089::doc_6::G\u00f6sta Pr\u00fczelius"", ""5a8bb29b554299240d9c2089::doc_9::Claudia Drake"", ""5a8bb29b554299240d9c2089::doc_5::Johnny Lee Clary"", ""5a877e5d5542993e715abf7d::doc_8::City of Angels (film)"", ""5a8b57f25542995d1e6f1371::doc_0::Ed Wood (film)"", ""5a8bb29b554299240d9c2089::doc_8::Johnny Angel (song)"", ""5a8c7595554299585d9e36b6::doc_5::A Kiss for Corliss""]","[8.327016, 0.880346, 0.76228, -0.334339, -0.349237, -1.5078, -1.547701, -1.631934, -1.881181, -1.982016]",1.0,1.0,1.0
tfidf_cross_encoder,5ab659e355429954757d324e,"[""5ab659e355429954757d324e::doc_3::Three Men on a Horse"", ""5ab659e355429954757d324e::doc_1::Michael Wynne (playwright)"", ""5ab659e355429954757d324e::doc_6::Jeffrey Stanley"", ""5ab659e355429954757d324e::doc_5::Finn Iunker"", ""5ab659e355429954757d324e::doc_2::James Roland MacLaren"", ""5ab659e355429954757d324e::doc_8::Bertha Runkle"", ""5ab659e355429954757d324e::doc_4::DeObia Oparei"", ""5ac2bbd0554299218029db09::doc_2::William Goldman"", ""5ab659e355429954757d324e::doc_7::Lenelle Mo\u00efse"", ""5aba65a055429939ce03dcd2::doc_6::Armando Mook""]","[1.892401, -4.40513, -5.572567, -5.89891, -6.035523, -6.761587, -6.795103, -7.021585, -7.110809, -7.238356]",0.613147,1.0,0.5
tfidf_cross_encoder,5a8b8b3155429949d91db5d7,"[""5a8b8b3155429949d91db5d7::doc_9::Owner earnings"", ""5a8b8b3155429949d91db5d7::doc_3::Warren Buffett"", ""5a8b8b3155429949d91db5d7::doc_6::Susan Buffett"", ""5a8b8b3155429949d91db5d7::doc_5::Howard Warren Buffett"", ""5a8b8b3155429949d91db5d7::doc_8::The Warren Buffett Way"", ""5a8b8b3155429949d91db5d7::doc_1::George D. Buffett"", ""5a8b8b3155429949d91db5d7::doc_0::Howard Graham Buffett"", ""5a8b8b3155429949d91db5d7::doc_4::Buffett Foundation"", ""5a8b8b3155429949d91db5d7::doc_7::Susan Alice Buffett"", ""5a8b8b3155429949d91db5d7::doc_2::TaeguTec""]","[3.751416, -1.279785, -2.304185, -3.587561, -3.654081, -4.13782, -4.547403, -4.769745, -5.031183, -7.470405]",1.0,1.0,1.0
tfidf_cross_encoder,5ae7eaf65542994a481bbe1d,"[""5ae7eaf65542994a481bbe1d::doc_3::2000 ICC KnockOut Trophy"", ""5ae7eaf65542994a481bbe1d::doc_2::2000 ICC KnockOut Trophy squads"", ""5ae7eaf65542994a481bbe1d::doc_1::Zaheer Khan"", ""5ae7eaf65542994a481bbe1d::doc_0::1998 ICC KnockOut Trophy Final"", ""5ae7eaf65542994a481bbe1d::doc_6::1998 ICC KnockOut Trophy squads"", ""5ae7eaf65542994a481bbe1d::doc_5::Guy Randall-Johnson"", ""5ae7eaf65542994a481bbe1d::doc_7::Sam Davies (cricketer)"", ""5ae7eaf65542994a481bbe1d::doc_8::Peter Kingston-Davey"", ""5ab41d855542996a3a969f4b::doc_2::Arthur Fielder"", ""5ab41d855542996a3a969f4b::doc_6::Tom Caplen""]","[6.421189, 4.211473, 3.357195, 1.612417, -0.064478, -1.970925, -2.76209, -4.421298, -5.254129, -5.633871]",0.919721,1.0,1.0
tfidf_cross_encoder,5a8c4c625542995e66a475a1,"[""5a8c4c625542995e66a475a1::doc_4::514th Flight Test Squadron"", ""5a8c4c625542995e66a475a1::doc_1::486th Flight Test Squadron"", ""5a8c4c625542995e66a475a1::doc_9::339th Flight Test Squadron"", ""5a8c4c625542995e66a475a1::doc_8::417th Flight Test Squadron"", ""5a8c4c625542995e66a475a1::doc_0::413th Flight Test Squadron"", ""5a8c4c625542995e66a475a1::doc_7::370th Flight Test Squadron"", ""5a8c4c625542995e66a475a1::doc_3::10th Flight Test Squadron"", ""5a8c4c625542995e66a475a1::doc_6::419th Flight Test Squadron"", ""5a8c4c625542995e66a475a1::doc_2::415th Flight Test Flight"", ""5a8c4c625542995e66a475a1::doc_5::Hill Air Force Base""]","[4.612678, 3.808624, 2.856252, 2.855612, 2.695461, 2.425861, 2.229086, 1.973641, 1.280574, -2.6049]",0.790386,1.0,1.0
tfidf_cross_encoder,5a818387554299260e20a291,"[""5a818387554299260e20a291::doc_2::My Eyes (Blake Shelton song)"", ""5a818387554299260e20a291::doc_1::Based on a True Story..."", ""5a818387554299260e20a291::doc_4::Keyed Up"", ""5a818387554299260e20a291::doc_7::Country Music Star No. 1"", ""5a818387554299260e20a291::doc_6::This Is Me (Randy Travis album)"", ""5a818387554299260e20a291::doc_9::Old 8\u00d710"", ""5a818387554299260e20a291::doc_5::Stranger in the House (song)"", ""5a77c1505542997042120b1b::doc_0::Steers &amp; Stripes"", ""5a77c1505542997042120b1b::doc_9::Tonight I Climbed the Wall"", ""5a77c1505542997042120b1b::doc_1::(Who Says) You Can't Have It All""]","[7.526244, 5.522747, 0.013411, -0.004866, -0.875607, -1.753007, -2.774357, -3.961162, -4.06249, -4.251595]",1.0,1.0,1.0
